date,y_train_xgboost,y_train_pred_xgboost,y_dev_xgboost,y_dev_pred_xgboost,y_test_xgboost,y_test_pred_xgboost,y_train_arima,y_train_pred_arima,y_dev_arima,y_dev_pred_arima,y_test_arima,y_test_pred_arima
2016-02-07,164.0,142.03008,,,,,164.0,142.03008,,,,
2016-02-08,140.0,139.20876,,,,,140.0,139.20876,,,,
2016-02-09,131.0,134.71873,,,,,131.0,134.71873,,,,
2016-02-10,138.0,126.63383,,,,,138.0,126.63383,,,,
2016-02-11,142.0,132.28485,,,,,142.0,132.28485,,,,
2016-02-12,164.0,159.9581,,,,,164.0,159.9581,,,,
2016-02-13,129.0,125.88538,,,,,129.0,125.88538,,,,
2016-02-14,162.0,140.76378,,,,,162.0,140.76378,,,,
2016-02-15,164.0,145.41536,,,,,164.0,145.41536,,,,
2016-02-16,127.0,134.52042,,,,,127.0,134.52042,,,,
2016-02-17,95.0,123.23736,,,,,95.0,123.23736,,,,
2016-02-18,120.0,131.39833,,,,,120.0,131.39833,,,,
2016-02-19,180.0,167.63364,,,,,180.0,167.63364,,,,
2016-02-20,117.0,123.305695,,,,,117.0,123.305695,,,,
2016-02-21,117.0,131.08543,,,,,117.0,131.08543,,,,
2016-02-22,140.0,141.57333,,,,,140.0,141.57333,,,,
2016-02-23,142.0,137.3225,,,,,142.0,137.3225,,,,
2016-02-24,127.0,127.44045,,,,,127.0,127.44045,,,,
2016-02-25,123.0,130.41295,,,,,123.0,130.41295,,,,
2016-02-26,163.0,159.40309,,,,,163.0,159.40309,,,,
2016-02-27,112.0,122.299225,,,,,112.0,122.299225,,,,
2016-02-28,127.0,139.18796,,,,,127.0,139.18796,,,,
2016-02-29,131.0,139.0072,,,,,131.0,139.0072,,,,
2016-03-01,128.0,132.73056,,,,,128.0,132.73056,,,,
2016-03-02,115.0,125.10674,,,,,115.0,125.10674,,,,
2016-03-03,129.0,130.83829,,,,,129.0,130.83829,,,,
2016-03-04,177.0,168.85701,,,,,177.0,168.85701,,,,
2016-03-05,116.0,123.03647,,,,,116.0,123.03647,,,,
2016-03-06,139.0,138.2033,,,,,139.0,138.2033,,,,
2016-03-07,141.0,141.23798,,,,,141.0,141.23798,,,,
2016-03-08,163.0,135.17578,,,,,163.0,135.17578,,,,
2016-03-09,122.0,127.5743,,,,,122.0,127.5743,,,,
2016-03-10,133.0,128.81433,,,,,133.0,128.81433,,,,
2016-03-11,139.0,157.57944,,,,,139.0,157.57944,,,,
2016-03-12,131.0,122.44083,,,,,131.0,122.44083,,,,
2016-03-13,137.0,139.6259,,,,,137.0,139.6259,,,,
2016-03-14,154.0,140.65062,,,,,154.0,140.65062,,,,
2016-03-15,126.0,138.4838,,,,,126.0,138.4838,,,,
2016-03-16,132.0,126.180954,,,,,132.0,126.180954,,,,
2016-03-17,140.0,130.13715,,,,,140.0,130.13715,,,,
2016-03-18,181.0,165.99738,,,,,181.0,165.99738,,,,
2016-03-19,129.0,122.32977,,,,,129.0,122.32977,,,,
2016-03-20,142.0,133.07225,,,,,142.0,133.07225,,,,
2016-03-21,155.0,139.33629,,,,,155.0,139.33629,,,,
2016-03-22,145.0,141.85513,,,,,145.0,141.85513,,,,
2016-03-23,142.0,131.50856,,,,,142.0,131.50856,,,,
2016-03-24,121.0,127.275,,,,,121.0,127.275,,,,
2016-03-25,142.0,146.71756,,,,,142.0,146.71756,,,,
2016-03-26,119.0,119.1999,,,,,119.0,119.1999,,,,
2016-03-27,89.0,105.35113,,,,,89.0,105.35113,,,,
2016-03-28,118.0,117.289604,,,,,118.0,117.289604,,,,
2016-03-29,156.0,140.23329,,,,,156.0,140.23329,,,,
2016-03-30,154.0,132.06053,,,,,154.0,132.06053,,,,
2016-03-31,135.0,126.87379,,,,,135.0,126.87379,,,,
2016-04-01,202.0,170.1603,,,,,202.0,170.1603,,,,
2016-04-02,140.0,129.84218,,,,,140.0,129.84218,,,,
2016-04-03,137.0,139.67245,,,,,137.0,139.67245,,,,
2016-04-04,151.0,150.00111,,,,,151.0,150.00111,,,,
2016-04-05,163.0,146.74133,,,,,163.0,146.74133,,,,
2016-04-06,150.0,142.67625,,,,,150.0,142.67625,,,,
2016-04-07,125.0,131.93811,,,,,125.0,131.93811,,,,
2016-04-08,165.0,159.68727,,,,,165.0,159.68727,,,,
2016-04-09,116.0,127.504425,,,,,116.0,127.504425,,,,
2016-04-10,156.0,136.05626,,,,,156.0,136.05626,,,,
2016-04-11,138.0,145.37404,,,,,138.0,145.37404,,,,
2016-04-12,151.0,147.83282,,,,,151.0,147.83282,,,,
2016-04-13,130.0,140.81032,,,,,130.0,140.81032,,,,
2016-04-14,126.0,130.57144,,,,,126.0,130.57144,,,,
2016-04-15,150.0,157.49652,,,,,150.0,157.49652,,,,
2016-04-16,123.0,124.2101,,,,,123.0,124.2101,,,,
2016-04-17,107.0,129.76343,,,,,107.0,129.76343,,,,
2016-04-18,140.0,146.3949,,,,,140.0,146.3949,,,,
2016-04-19,128.0,144.392,,,,,128.0,144.392,,,,
2016-04-20,129.0,138.79277,,,,,129.0,138.79277,,,,
2016-04-21,117.0,127.22057,,,,,117.0,127.22057,,,,
2016-04-22,162.0,156.59224,,,,,162.0,156.59224,,,,
2016-04-23,125.0,126.69143,,,,,125.0,126.69143,,,,
2016-04-24,101.0,118.71485,,,,,101.0,118.71485,,,,
2016-04-25,135.0,138.89604,,,,,135.0,138.89604,,,,
2016-04-26,180.0,157.5852,,,,,180.0,157.5852,,,,
2016-04-27,129.0,135.69957,,,,,129.0,135.69957,,,,
2016-04-28,127.0,128.12016,,,,,127.0,128.12016,,,,
2016-04-29,162.0,165.05707,,,,,162.0,165.05707,,,,
2016-04-30,110.0,126.61775,,,,,110.0,126.61775,,,,
2016-05-01,144.0,138.36394,,,,,144.0,138.36394,,,,
2016-05-02,104.0,137.19545,,,,,104.0,137.19545,,,,
2016-05-03,117.0,120.43356,,,,,117.0,120.43356,,,,
2016-05-04,140.0,136.30667,,,,,140.0,136.30667,,,,
2016-05-05,148.0,130.98492,,,,,148.0,130.98492,,,,
2016-05-06,155.0,156.46754,,,,,155.0,156.46754,,,,
2016-05-07,124.0,125.61199,,,,,124.0,125.61199,,,,
2016-05-08,131.0,139.71158,,,,,131.0,139.71158,,,,
2016-05-09,162.0,141.40013,,,,,162.0,141.40013,,,,
2016-05-10,167.0,155.19618,,,,,167.0,155.19618,,,,
2016-05-11,126.0,130.99625,,,,,126.0,130.99625,,,,
2016-05-12,131.0,131.92903,,,,,131.0,131.92903,,,,
2016-05-13,155.0,156.27678,,,,,155.0,156.27678,,,,
2016-05-14,116.0,121.37916,,,,,116.0,121.37916,,,,
2016-05-15,131.0,126.88052,,,,,131.0,126.88052,,,,
2016-05-16,147.0,140.64111,,,,,147.0,140.64111,,,,
2016-05-17,180.0,152.50012,,,,,180.0,152.50012,,,,
2016-05-18,120.0,128.3377,,,,,120.0,128.3377,,,,
2016-05-19,141.0,134.68225,,,,,141.0,134.68225,,,,
2016-05-20,147.0,155.66634,,,,,147.0,155.66634,,,,
2016-05-21,117.0,122.38693,,,,,117.0,122.38693,,,,
2016-05-22,137.0,135.1526,,,,,137.0,135.1526,,,,
2016-05-23,177.0,152.10521,,,,,177.0,152.10521,,,,
2016-05-24,118.0,139.91217,,,,,118.0,139.91217,,,,
2016-05-25,135.0,130.46773,,,,,135.0,130.46773,,,,
2016-05-26,96.0,108.19885,,,,,96.0,108.19885,,,,
2016-05-27,166.0,153.56456,,,,,166.0,153.56456,,,,
2016-05-28,100.0,118.12631,,,,,100.0,118.12631,,,,
2016-05-29,137.0,138.02812,,,,,137.0,138.02812,,,,
2016-05-30,160.0,148.91118,,,,,160.0,148.91118,,,,
2016-05-31,130.0,137.69017,,,,,130.0,137.69017,,,,
2016-06-01,130.0,127.5673,,,,,130.0,127.5673,,,,
2016-06-02,128.0,133.22206,,,,,128.0,133.22206,,,,
2016-06-03,161.0,156.05573,,,,,161.0,156.05573,,,,
2016-06-04,129.0,123.72569,,,,,129.0,123.72569,,,,
2016-06-05,158.0,140.14792,,,,,158.0,140.14792,,,,
2016-06-06,155.0,154.7468,,,,,155.0,154.7468,,,,
2016-06-07,149.0,148.55919,,,,,149.0,148.55919,,,,
2016-06-08,127.0,130.05331,,,,,127.0,130.05331,,,,
2016-06-09,157.0,137.02655,,,,,157.0,137.02655,,,,
2016-06-10,158.0,158.95392,,,,,158.0,158.95392,,,,
2016-06-11,127.0,126.26258,,,,,127.0,126.26258,,,,
2016-06-12,153.0,141.6868,,,,,153.0,141.6868,,,,
2016-06-13,156.0,155.32896,,,,,156.0,155.32896,,,,
2016-06-14,139.0,139.78282,,,,,139.0,139.78282,,,,
2016-06-15,141.0,132.46255,,,,,141.0,132.46255,,,,
2016-06-16,119.0,134.19,,,,,119.0,134.19,,,,
2016-06-17,156.0,156.93564,,,,,156.0,156.93564,,,,
2016-06-18,124.0,125.125374,,,,,124.0,125.125374,,,,
2016-06-19,143.0,143.8438,,,,,143.0,143.8438,,,,
2016-06-20,145.0,147.22522,,,,,145.0,147.22522,,,,
2016-06-21,161.0,141.24028,,,,,161.0,141.24028,,,,
2016-06-22,145.0,138.08856,,,,,145.0,138.08856,,,,
2016-06-23,156.0,130.377,,,,,156.0,130.377,,,,
2016-06-24,164.0,159.76917,,,,,164.0,159.76917,,,,
2016-06-25,102.0,115.07366,,,,,102.0,115.07366,,,,
2016-06-26,138.0,144.51096,,,,,138.0,144.51096,,,,
2016-06-27,127.0,149.32559,,,,,127.0,149.32559,,,,
2016-06-28,159.0,144.11137,,,,,159.0,144.11137,,,,
2016-06-29,139.0,131.34311,,,,,139.0,131.34311,,,,
2016-06-30,110.0,134.1125,,,,,110.0,134.1125,,,,
2016-07-01,179.0,158.69777,,,,,179.0,158.69777,,,,
2016-07-02,135.0,122.657974,,,,,135.0,122.657974,,,,
2016-07-03,154.0,141.38469,,,,,154.0,141.38469,,,,
2016-07-04,139.0,143.06122,,,,,139.0,143.06122,,,,
2016-07-05,135.0,142.65485,,,,,135.0,142.65485,,,,
2016-07-06,125.0,127.81996,,,,,125.0,127.81996,,,,
2016-07-07,102.0,128.82617,,,,,102.0,128.82617,,,,
2016-07-08,133.0,151.90883,,,,,133.0,151.90883,,,,
2016-07-09,110.0,117.53313,,,,,110.0,117.53313,,,,
2016-07-10,133.0,137.2836,,,,,133.0,137.2836,,,,
2016-07-11,123.0,135.28452,,,,,123.0,135.28452,,,,
2016-07-12,141.0,139.83568,,,,,141.0,139.83568,,,,
2016-07-13,133.0,129.21123,,,,,133.0,129.21123,,,,
2016-07-14,127.0,124.8801,,,,,127.0,124.8801,,,,
2016-07-15,155.0,151.75012,,,,,155.0,151.75012,,,,
2016-07-16,114.0,112.13157,,,,,114.0,112.13157,,,,
2016-07-17,104.0,131.14188,,,,,104.0,131.14188,,,,
2016-07-18,148.0,129.53487,,,,,148.0,129.53487,,,,
2016-07-19,123.0,138.54414,,,,,123.0,138.54414,,,,
2016-07-20,109.0,127.57472,,,,,109.0,127.57472,,,,
2016-07-21,117.0,125.934586,,,,,117.0,125.934586,,,,
2016-07-22,135.0,143.41795,,,,,135.0,143.41795,,,,
2016-07-23,108.0,109.827065,,,,,108.0,109.827065,,,,
2016-07-24,137.0,137.88075,,,,,137.0,137.88075,,,,
2016-07-25,158.0,139.2994,,,,,158.0,139.2994,,,,
2016-07-26,120.0,134.93735,,,,,120.0,134.93735,,,,
2016-07-27,109.0,120.03167,,,,,109.0,120.03167,,,,
2016-07-28,141.0,117.46987,,,,,141.0,117.46987,,,,
2016-07-29,155.0,150.03886,,,,,155.0,150.03886,,,,
2016-07-30,128.0,122.60393,,,,,128.0,122.60393,,,,
2016-07-31,134.0,133.06383,,,,,134.0,133.06383,,,,
2016-08-01,160.0,140.58746,,,,,160.0,140.58746,,,,
2016-08-02,135.0,136.14201,,,,,135.0,136.14201,,,,
2016-08-03,122.0,121.8996,,,,,122.0,121.8996,,,,
2016-08-04,124.0,124.34536,,,,,124.0,124.34536,,,,
2016-08-05,149.0,148.0738,,,,,149.0,148.0738,,,,
2016-08-06,115.0,115.53985,,,,,115.0,115.53985,,,,
2016-08-07,117.0,127.39449,,,,,117.0,127.39449,,,,
2016-08-08,144.0,146.78883,,,,,144.0,146.78883,,,,
2016-08-09,137.0,129.3878,,,,,137.0,129.3878,,,,
2016-08-10,123.0,120.18859,,,,,123.0,120.18859,,,,
2016-08-11,104.0,119.6055,,,,,104.0,119.6055,,,,
2016-08-12,161.0,151.4236,,,,,161.0,151.4236,,,,
2016-08-13,100.0,113.565254,,,,,100.0,113.565254,,,,
2016-08-14,125.0,124.10016,,,,,125.0,124.10016,,,,
2016-08-15,116.0,122.03564,,,,,116.0,122.03564,,,,
2016-08-16,147.0,129.26009,,,,,147.0,129.26009,,,,
2016-08-17,135.0,121.32954,,,,,135.0,121.32954,,,,
2016-08-18,135.0,124.430664,,,,,135.0,124.430664,,,,
2016-08-19,156.0,154.16162,,,,,156.0,154.16162,,,,
2016-08-20,112.0,113.53794,,,,,112.0,113.53794,,,,
2016-08-21,128.0,126.79643,,,,,128.0,126.79643,,,,
2016-08-22,147.0,142.72617,,,,,147.0,142.72617,,,,
2016-08-23,147.0,137.77103,,,,,147.0,137.77103,,,,
2016-08-24,132.0,125.8408,,,,,132.0,125.8408,,,,
2016-08-25,145.0,132.4524,,,,,145.0,132.4524,,,,
2016-08-26,160.0,156.0568,,,,,160.0,156.0568,,,,
2016-08-27,113.0,115.650696,,,,,113.0,115.650696,,,,
2016-08-28,119.0,125.16613,,,,,119.0,125.16613,,,,
2016-08-29,151.0,142.7096,,,,,151.0,142.7096,,,,
2016-08-30,135.0,138.62538,,,,,135.0,138.62538,,,,
2016-08-31,129.0,125.54456,,,,,129.0,125.54456,,,,
2016-09-01,116.0,128.5726,,,,,116.0,128.5726,,,,
2016-09-02,161.0,155.84598,,,,,161.0,155.84598,,,,
2016-09-03,111.0,116.74736,,,,,111.0,116.74736,,,,
2016-09-04,130.0,126.73826,,,,,130.0,126.73826,,,,
2016-09-05,126.0,135.46098,,,,,126.0,135.46098,,,,
2016-09-06,140.0,141.67027,,,,,140.0,141.67027,,,,
2016-09-07,145.0,128.49716,,,,,145.0,128.49716,,,,
2016-09-08,137.0,125.56955,,,,,137.0,125.56955,,,,
2016-09-09,164.0,157.8998,,,,,164.0,157.8998,,,,
2016-09-10,116.0,117.022575,,,,,116.0,117.022575,,,,
2016-09-11,160.0,133.72261,,,,,160.0,133.72261,,,,
2016-09-12,138.0,138.21245,,,,,138.0,138.21245,,,,
2016-09-13,146.0,142.69237,,,,,146.0,142.69237,,,,
2016-09-14,146.0,132.4944,,,,,146.0,132.4944,,,,
2016-09-15,122.0,137.06255,,,,,122.0,137.06255,,,,
2016-09-16,155.0,156.69022,,,,,155.0,156.69022,,,,
2016-09-17,86.0,111.092285,,,,,86.0,111.092285,,,,
2016-09-18,129.0,127.85183,,,,,129.0,127.85183,,,,
2016-09-19,125.0,138.73634,,,,,125.0,138.73634,,,,
2016-09-20,151.0,137.58519,,,,,151.0,137.58519,,,,
2016-09-21,125.0,130.56076,,,,,125.0,130.56076,,,,
2016-09-22,110.0,123.578896,,,,,110.0,123.578896,,,,
2016-09-23,156.0,155.59032,,,,,156.0,155.59032,,,,
2016-09-24,113.0,113.73999,,,,,113.0,113.73999,,,,
2016-09-25,122.0,123.25704,,,,,122.0,123.25704,,,,
2016-09-26,126.0,132.02957,,,,,126.0,132.02957,,,,
2016-09-27,145.0,140.59999,,,,,145.0,140.59999,,,,
2016-09-28,128.0,126.779335,,,,,128.0,126.779335,,,,
2016-09-29,129.0,121.09551,,,,,129.0,121.09551,,,,
2016-09-30,156.0,155.2425,,,,,156.0,155.2425,,,,
2016-10-01,106.0,112.34156,,,,,106.0,112.34156,,,,
2016-10-02,111.0,128.79137,,,,,111.0,128.79137,,,,
2016-10-03,122.0,124.6328,,,,,122.0,124.6328,,,,
2016-10-04,134.0,139.20636,,,,,134.0,139.20636,,,,
2016-10-05,123.0,123.579414,,,,,123.0,123.579414,,,,
2016-10-06,102.0,117.57573,,,,,102.0,117.57573,,,,
2016-10-07,151.0,151.79286,,,,,151.0,151.79286,,,,
2016-10-08,120.0,115.11353,,,,,120.0,115.11353,,,,
2016-10-09,120.0,132.15193,,,,,120.0,132.15193,,,,
2016-10-10,133.0,124.418335,,,,,133.0,124.418335,,,,
2016-10-11,101.0,130.96466,,,,,101.0,130.96466,,,,
2016-10-12,119.0,123.18223,,,,,119.0,123.18223,,,,
2016-10-13,99.0,115.399605,,,,,99.0,115.399605,,,,
2016-10-14,149.0,152.40056,,,,,149.0,152.40056,,,,
2016-10-15,119.0,113.48454,,,,,119.0,113.48454,,,,
2016-10-16,114.0,120.176506,,,,,114.0,120.176506,,,,
2016-10-17,116.0,126.14679,,,,,116.0,126.14679,,,,
2016-10-18,141.0,133.84706,,,,,141.0,133.84706,,,,
2016-10-19,131.0,119.31322,,,,,131.0,119.31322,,,,
2016-10-20,127.0,117.06238,,,,,127.0,117.06238,,,,
2016-10-21,156.0,151.97806,,,,,156.0,151.97806,,,,
2016-10-22,116.0,115.59357,,,,,116.0,115.59357,,,,
2016-10-23,142.0,123.54532,,,,,142.0,123.54532,,,,
2016-10-24,121.0,125.840195,,,,,121.0,125.840195,,,,
2016-10-25,100.0,127.17134,,,,,100.0,127.17134,,,,
2016-10-26,115.0,121.7765,,,,,115.0,121.7765,,,,
2016-10-27,110.0,117.66596,,,,,110.0,117.66596,,,,
2016-10-28,176.0,154.76538,,,,,176.0,154.76538,,,,
2016-10-29,112.0,113.74456,,,,,112.0,113.74456,,,,
2016-10-30,106.0,122.04788,,,,,106.0,122.04788,,,,
2016-10-31,117.0,126.59492,,,,,117.0,126.59492,,,,
2016-11-01,91.0,101.46624,,,,,91.0,101.46624,,,,
2016-11-02,121.0,117.73559,,,,,121.0,117.73559,,,,
2016-11-03,110.0,112.93154,,,,,110.0,112.93154,,,,
2016-11-04,179.0,157.92128,,,,,179.0,157.92128,,,,
2016-11-05,98.0,116.5655,,,,,98.0,116.5655,,,,
2016-11-06,122.0,122.32429,,,,,122.0,122.32429,,,,
2016-11-07,121.0,127.40022,,,,,121.0,127.40022,,,,
2016-11-08,151.0,130.70024,,,,,151.0,130.70024,,,,
2016-11-09,107.0,120.84279,,,,,107.0,120.84279,,,,
2016-11-10,124.0,117.13433,,,,,124.0,117.13433,,,,
2016-11-11,150.0,147.65146,,,,,150.0,147.65146,,,,
2016-11-12,110.0,114.48528,,,,,110.0,114.48528,,,,
2016-11-13,119.0,125.75264,,,,,119.0,125.75264,,,,
2016-11-14,140.0,129.43387,,,,,140.0,129.43387,,,,
2016-11-15,128.0,130.24869,,,,,128.0,130.24869,,,,
2016-11-16,125.0,121.88063,,,,,125.0,121.88063,,,,
2016-11-17,108.0,114.70497,,,,,108.0,114.70497,,,,
2016-11-18,173.0,159.2752,,,,,173.0,159.2752,,,,
2016-11-19,130.0,116.52486,,,,,130.0,116.52486,,,,
2016-11-20,151.0,135.86441,,,,,151.0,135.86441,,,,
2016-11-21,135.0,134.56961,,,,,135.0,134.56961,,,,
2016-11-22,122.0,125.22166,,,,,122.0,125.22166,,,,
2016-11-23,119.0,124.00047,,,,,119.0,124.00047,,,,
2016-11-24,147.0,120.72278,,,,,147.0,120.72278,,,,
2016-11-25,159.0,159.79631,,,,,159.0,159.79631,,,,
2016-11-26,129.0,121.71734,,,,,129.0,121.71734,,,,
2016-11-27,109.0,126.47939,,,,,109.0,126.47939,,,,
2016-11-28,136.0,130.5395,,,,,136.0,130.5395,,,,
2016-11-29,144.0,134.41277,,,,,144.0,134.41277,,,,
2016-11-30,142.0,126.34489,,,,,142.0,126.34489,,,,
2016-12-01,122.0,123.79667,,,,,122.0,123.79667,,,,
2016-12-02,140.0,155.1156,,,,,140.0,155.1156,,,,
2016-12-03,119.0,118.06941,,,,,119.0,118.06941,,,,
2016-12-04,107.0,125.449135,,,,,107.0,125.449135,,,,
2016-12-05,116.0,128.16031,,,,,116.0,128.16031,,,,
2016-12-06,145.0,137.41298,,,,,145.0,137.41298,,,,
2016-12-07,109.0,122.3916,,,,,109.0,122.3916,,,,
2016-12-08,119.0,121.64365,,,,,119.0,121.64365,,,,
2016-12-09,158.0,150.4197,,,,,158.0,150.4197,,,,
2016-12-10,124.0,117.8276,,,,,124.0,117.8276,,,,
2016-12-11,155.0,132.98006,,,,,155.0,132.98006,,,,
2016-12-12,125.0,126.93074,,,,,125.0,126.93074,,,,
2016-12-13,102.0,121.473274,,,,,102.0,121.473274,,,,
2016-12-14,122.0,118.28262,,,,,122.0,118.28262,,,,
2016-12-15,103.0,120.64391,,,,,103.0,120.64391,,,,
2016-12-16,151.0,146.48145,,,,,151.0,146.48145,,,,
2016-12-17,121.0,116.49401,,,,,121.0,116.49401,,,,
2016-12-18,143.0,137.29048,,,,,143.0,137.29048,,,,
2016-12-19,121.0,124.45714,,,,,121.0,124.45714,,,,
2016-12-20,111.0,124.76775,,,,,111.0,124.76775,,,,
2016-12-21,128.0,124.3652,,,,,128.0,124.3652,,,,
2016-12-22,101.0,112.90233,,,,,101.0,112.90233,,,,
2016-12-23,127.0,139.52461,,,,,127.0,139.52461,,,,
2016-12-24,80.0,104.73266,,,,,80.0,104.73266,,,,
2016-12-25,109.0,108.837456,,,,,109.0,108.837456,,,,
2016-12-26,111.0,107.260124,,,,,111.0,107.260124,,,,
2016-12-27,127.0,126.40976,,,,,127.0,126.40976,,,,
2016-12-28,146.0,129.947,,,,,146.0,129.947,,,,
2016-12-29,119.0,113.434006,,,,,119.0,113.434006,,,,
2016-12-30,158.0,145.33435,,,,,158.0,145.33435,,,,
2016-12-31,115.0,110.657814,,,,,115.0,110.657814,,,,
2017-01-01,151.0,143.0379,,,,,151.0,143.0379,,,,
2017-01-02,153.0,134.0865,,,,,153.0,134.0865,,,,
2017-01-03,131.0,130.46365,,,,,131.0,130.46365,,,,
2017-01-04,127.0,127.302666,,,,,127.0,127.302666,,,,
2017-01-05,100.0,109.08159,,,,,100.0,109.08159,,,,
2017-01-06,141.0,137.19728,,,,,141.0,137.19728,,,,
2017-01-07,114.0,118.17296,,,,,114.0,118.17296,,,,
2017-01-08,119.0,131.89503,,,,,119.0,131.89503,,,,
2017-01-09,135.0,129.57884,,,,,135.0,129.57884,,,,
2017-01-10,112.0,119.053375,,,,,112.0,119.053375,,,,
2017-01-11,108.0,119.90954,,,,,108.0,119.90954,,,,
2017-01-12,118.0,116.9353,,,,,118.0,116.9353,,,,
2017-01-13,172.0,158.53534,,,,,172.0,158.53534,,,,
2017-01-14,120.0,120.90068,,,,,120.0,120.90068,,,,
2017-01-15,119.0,134.06776,,,,,119.0,134.06776,,,,
2017-01-16,169.0,138.4606,,,,,169.0,138.4606,,,,
2017-01-17,133.0,126.830986,,,,,133.0,126.830986,,,,
2017-01-18,108.0,122.95328,,,,,108.0,122.95328,,,,
2017-01-19,121.0,121.7274,,,,,121.0,121.7274,,,,
2017-01-20,161.0,150.40813,,,,,161.0,150.40813,,,,
2017-01-21,131.0,122.06879,,,,,131.0,122.06879,,,,
2017-01-22,101.0,125.172485,,,,,101.0,125.172485,,,,
2017-01-23,137.0,142.56078,,,,,137.0,142.56078,,,,
2017-01-24,137.0,135.33012,,,,,137.0,135.33012,,,,
2017-01-25,126.0,130.53127,,,,,126.0,130.53127,,,,
2017-01-26,133.0,126.33952,,,,,133.0,126.33952,,,,
2017-01-27,152.0,154.0974,,,,,152.0,154.0974,,,,
2017-01-28,141.0,125.79588,,,,,141.0,125.79588,,,,
2017-01-29,161.0,139.89262,,,,,161.0,139.89262,,,,
2017-01-30,145.0,151.02495,,,,,145.0,151.02495,,,,
2017-01-31,156.0,134.11418,,,,,156.0,134.11418,,,,
2017-02-01,151.0,130.80025,,,,,151.0,130.80025,,,,
2017-02-02,124.0,126.34503,,,,,124.0,126.34503,,,,
2017-02-03,161.0,160.96922,,,,,161.0,160.96922,,,,
2017-02-04,136.0,127.95787,,,,,136.0,127.95787,,,,
2017-02-05,129.0,128.6391,,,,,129.0,128.6391,,,,
2017-02-06,141.0,139.23721,,,,,141.0,139.23721,,,,
2017-02-07,128.0,131.35394,,,,,128.0,131.35394,,,,
2017-02-08,108.0,117.593704,,,,,108.0,117.593704,,,,
2017-02-09,116.0,120.86782,,,,,116.0,120.86782,,,,
2017-02-10,172.0,161.32399,,,,,172.0,161.32399,,,,
2017-02-11,109.0,118.462364,,,,,109.0,118.462364,,,,
2017-02-12,144.0,130.29655,,,,,144.0,130.29655,,,,
2017-02-13,122.0,125.84908,,,,,122.0,125.84908,,,,
2017-02-14,112.0,121.55324,,,,,112.0,121.55324,,,,
2017-02-15,112.0,115.80034,,,,,112.0,115.80034,,,,
2017-02-16,116.0,124.05569,,,,,116.0,124.05569,,,,
2017-02-17,190.0,164.73062,,,,,190.0,164.73062,,,,
2017-02-18,127.0,123.72438,,,,,127.0,123.72438,,,,
2017-02-19,126.0,130.35335,,,,,126.0,130.35335,,,,
2017-02-20,118.0,131.09543,,,,,118.0,131.09543,,,,
2017-02-21,135.0,136.35939,,,,,135.0,136.35939,,,,
2017-02-22,123.0,124.61834,,,,,123.0,124.61834,,,,
2017-02-23,134.0,120.72764,,,,,134.0,120.72764,,,,
2017-02-24,160.0,156.1558,,,,,160.0,156.1558,,,,
2017-02-25,101.0,118.18689,,,,,101.0,118.18689,,,,
2017-02-26,148.0,140.19121,,,,,148.0,140.19121,,,,
2017-02-27,143.0,135.8934,,,,,143.0,135.8934,,,,
2017-02-28,148.0,144.78821,,,,,148.0,144.78821,,,,
2017-03-01,136.0,131.99423,,,,,136.0,131.99423,,,,
2017-03-02,102.0,119.657974,,,,,102.0,119.657974,,,,
2017-03-03,153.0,159.87704,,,,,153.0,159.87704,,,,
2017-03-04,127.0,127.59542,,,,,127.0,127.59542,,,,
2017-03-05,109.0,130.38629,,,,,109.0,130.38629,,,,
2017-03-06,130.0,128.90363,,,,,130.0,128.90363,,,,
2017-03-07,132.0,132.72977,,,,,132.0,132.72977,,,,
2017-03-08,139.0,126.01381,,,,,139.0,126.01381,,,,
2017-03-09,108.0,121.11704,,,,,108.0,121.11704,,,,
2017-03-10,144.0,158.32579,,,,,144.0,158.32579,,,,
2017-03-11,124.0,121.91802,,,,,124.0,121.91802,,,,
2017-03-12,148.0,142.69762,,,,,148.0,142.69762,,,,
2017-03-13,143.0,131.89122,,,,,143.0,131.89122,,,,
2017-03-14,133.0,132.55238,,,,,133.0,132.55238,,,,
2017-03-15,135.0,127.75593,,,,,135.0,127.75593,,,,
2017-03-16,123.0,122.907845,,,,,123.0,122.907845,,,,
2017-03-17,165.0,163.01819,,,,,165.0,163.01819,,,,
2017-03-18,119.0,117.92386,,,,,119.0,117.92386,,,,
2017-03-19,108.0,129.54439,,,,,108.0,129.54439,,,,
2017-03-20,138.0,134.27106,,,,,138.0,134.27106,,,,
2017-03-21,147.0,135.50122,,,,,147.0,135.50122,,,,
2017-03-22,120.0,128.35732,,,,,120.0,128.35732,,,,
2017-03-23,143.0,121.034134,,,,,143.0,121.034134,,,,
2017-03-24,154.0,149.03857,,,,,154.0,149.03857,,,,
2017-03-25,122.0,123.24081,,,,,122.0,123.24081,,,,
2017-03-26,163.0,140.74602,,,,,163.0,140.74602,,,,
2017-03-27,128.0,138.80067,,,,,128.0,138.80067,,,,
2017-03-28,138.0,138.60687,,,,,138.0,138.60687,,,,
2017-03-29,130.0,130.41902,,,,,130.0,130.41902,,,,
2017-03-30,115.0,126.07809,,,,,115.0,126.07809,,,,
2017-03-31,167.0,159.06207,,,,,167.0,159.06207,,,,
2017-04-01,122.0,123.813835,,,,,122.0,123.813835,,,,
